elapsed_s,gpu_memory_mib,wsl_rss_kib,wsl_rss_source,wsl_swap_kib,minor_faults,major_faults,fault_processes,pcie_rx_mib_s,pcie_tx_mib_s
128.196,31199.0,78519504,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
129.228,31198.0,79347156,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
130.26,31198.0,79386300,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
131.292,31198.0,79341572,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
132.324,31234.0,79320660,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
133.357,31234.0,79273336,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
134.389,31234.0,79257344,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
135.421,31234.0,79238588,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
136.455,31234.0,79226060,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
137.489,31234.0,79191572,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
138.521,31234.0,79183640,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
139.555,31234.0,79160072,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
140.589,31234.0,79154104,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
141.621,31234.0,79122600,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
142.658,31234.0,79439512,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
143.7,31234.0,80134364,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
144.733,31234.0,81040580,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
145.768,31234.0,81674176,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
146.801,31235.0,81643292,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
147.833,31235.0,81630172,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
148.865,31235.0,81586292,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
149.899,31235.0,81565440,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
150.932,31235.0,81563356,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
151.964,31234.0,81553576,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
152.998,31235.0,81556900,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
154.031,31235.0,81535440,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
155.063,31235.0,81536912,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
156.095,31235.0,81537104,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
157.128,31235.0,81546548,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
158.162,31235.0,81541496,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
159.198,31235.0,81646936,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
160.234,31235.0,81986412,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
161.266,31235.0,82125360,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
162.303,31235.0,82242004,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
163.335,31235.0,82497584,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
164.372,31235.0,82533048,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
165.405,31235.0,82724872,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
166.439,31235.0,82885600,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
167.469,31235.0,83149224,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
168.502,31235.0,83215900,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
169.535,31235.0,83379220,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
170.571,31235.0,83488964,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
171.602,31235.0,83806752,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
172.641,31235.0,83862928,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
173.672,31235.0,84040616,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
174.711,31235.0,84297692,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
175.744,31235.0,84291596,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
176.783,31234.0,84442628,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
177.818,31234.0,84652016,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
178.85,31234.0,84911132,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
179.884,31234.0,84926272,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
180.915,31234.0,85165368,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
181.954,31234.0,85180248,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
182.989,31235.0,85194836,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
184.035,31235.0,84873824,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
185.082,31235.0,77358780,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
186.116,31331.0,77377140,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
187.149,31330.0,77694404,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
188.181,31331.0,77902736,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
189.214,31331.0,78752864,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
190.248,31331.0,78322476,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
191.285,31243.0,78166272,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
192.318,31243.0,78083520,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
193.352,31243.0,78029248,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
194.391,31243.0,78388392,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
195.424,31427.0,78233212,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
196.457,31427.0,78425680,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
197.492,31427.0,78425380,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
198.524,31427.0,78275960,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
199.557,31426.0,78344220,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
200.591,31426.0,78194132,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
201.625,31426.0,78040228,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
202.66,31528.0,77849516,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
203.693,31580.0,77669496,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
204.735,31580.0,77626460,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
205.77,31268.0,77857808,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
206.803,31268.0,77899824,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
207.835,31270.0,77931448,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
208.869,31270.0,77979812,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
209.904,31270.0,78175272,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
210.938,31270.0,78271504,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
211.976,31278.0,78370500,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
213.011,31278.0,78546828,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
214.045,31278.0,78634816,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
215.078,31286.0,78581108,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
216.116,31286.0,79374520,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
217.15,31287.0,79364436,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
218.188,31286.0,79286064,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
219.225,31286.0,79624816,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
220.259,31287.0,79079364,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
221.292,31286.0,79554884,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
222.326,31286.0,79726084,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
223.368,31286.0,79686464,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
224.403,31287.0,79265632,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
225.436,31287.0,79167232,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
226.469,31286.0,79083724,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
227.503,31286.0,79000036,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
228.537,31286.0,78929860,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
229.569,31286.0,78778440,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
230.601,31286.0,78679336,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
231.632,31286.0,78604432,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
232.664,31286.0,78515992,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
233.696,31286.0,78440204,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
234.729,31286.0,78353536,WSL MemTotal-MemAvailable fallback,0,19008947,1630,4,,
