elapsed_s,gpu_memory_mib,wsl_rss_kib,wsl_rss_source,wsl_swap_kib,minor_faults,major_faults,fault_processes,pcie_rx_mib_s,pcie_tx_mib_s
289.221,30050.0,74639360,WSL MemTotal-MemAvailable fallback,0,19048956,11380,4,,
290.257,29966.0,74624876,WSL MemTotal-MemAvailable fallback,0,19048956,11380,4,,
291.291,29968.0,74619876,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
292.33,29968.0,74619696,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
293.372,29968.0,74600512,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
294.426,29970.0,74599520,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
295.463,29971.0,74602024,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
296.493,29965.0,74602632,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
297.534,29965.0,74603084,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
298.584,29966.0,74602516,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
299.621,29968.0,74604176,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
300.678,29968.0,74600600,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
301.717,29975.0,74600752,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
302.754,29976.0,74599604,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
303.787,29978.0,74596612,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
304.829,29978.0,74598168,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
305.879,29979.0,74600304,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
306.917,29979.0,74599700,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
307.966,29979.0,74597376,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
309.004,29980.0,74602208,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
310.05,29981.0,74596452,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
311.08,29982.0,74611336,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
312.118,29982.0,74619272,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
313.153,29983.0,74620804,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
314.185,29984.0,74598552,WSL MemTotal-MemAvailable fallback,0,19048961,11380,4,,
